passage_date,passage_time,passage_direction,species,body_depth,length_coefficient,total_length,life_stage,count,sex,ad_clip,fish_condition,id_certainty,silhouette_quality,video_quality,video_problems,vaki_trap,comments
2013-03-04T00:00:00Z,14:42:00,up,rbt,50,4.8,240,j,1,unk,NA,good,p,fair,poor,no,vaki,NA
2013-03-05T00:00:00Z,06:39:00,up,rbt,55,4.8,264,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2013-03-05T00:00:00Z,15:16:00,up,rbt,45,4.8,216,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2013-03-06T00:00:00Z,06:34:00,up,rbt,55,4.8,264,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-03-06T00:00:00Z,14:01:00,up,rbt,50,4.8,240,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-03-06T00:00:00Z,15:54:00,up,rbt,55,4.8,264,j,1,unk,NA,good,p,fair,fair,no,vaki,NA
2013-03-07T00:00:00Z,08:44:00,up,rbt,52,4.8,250,j,1,unk,NA,good,p,poor,poor,no,vaki,NA
2013-03-07T00:00:00Z,13:14:00,up,rbt,65,4.8,312,j,1,m,no,good,p,fair,fair,no,vaki,NA
2013-03-07T00:00:00Z,15:56:00,up,rbt,133,4.8,638,a,1,f,no,good,p,good,fair,no,vaki,NA
2013-03-08T00:00:00Z,07:13:00,up,rbt,52,4.8,250,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2013-03-11T00:00:00Z,09:42:00,up,rbt,77,4.8,370,j,1,unk,NA,good,p,fair,poor,or,vaki,NA
2013-03-14T00:00:00Z,12:01:00,up,rbt,60,4.8,288,j,1,f,no,good,p,poor,fair,no,vaki,NA
2013-03-24T00:00:00Z,00:02:00,up,rbt,65,4.8,312,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-03-24T00:00:00Z,18:26:00,up,rbt,50,4.8,240,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2013-03-26T00:00:00Z,15:36:00,up,rbt,40,4.8,192,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2013-03-26T00:00:00Z,15:45:00,up,rbt,42,4.8,202,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-03-26T00:00:00Z,15:45:00,up,rbt,42,4.8,202,j,1,unk,no,good,p,none,fair,mp,vaki,NA
2013-04-04T00:00:00Z,13:42:00,up,rbt,47,4.8,226,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2013-04-08T00:00:00Z,11:39:00,up,rbt,40,4.8,192,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2013-04-13T00:00:00Z,15:54:00,up,rbt,70,4.8,336,j,1,m,no,good,p,fair,fair,no,vaki,NA
2013-05-24T00:00:00Z,14:17:00,up,rbt,50,4.8,240,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2013-05-30T00:00:00Z,14:18:00,up,rbt,45,4.8,216,j,1,unk,NA,good,p,poor,poor,no,vaki,NA
2013-06-01T00:00:00Z,02:38:00,up,rbt,75,4.8,360,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-06-03T00:00:00Z,19:06:00,up,rbt,50,4.8,240,j,1,unk,yes,good,p,poor,fair,no,vaki,NA
2013-06-03T00:00:00Z,20:56:00,up,rbt,80,4.8,384,j,1,unk,yes,good,p,poor,fair,no,vaki,NA
2013-06-05T00:00:00Z,07:48:00,up,rbt,50,4.8,240,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2013-06-07T00:00:00Z,06:51:00,up,rbt,45,4.8,216,j,1,unk,NA,good,l,poor,poor,no,vaki,NA
2013-06-18T00:00:00Z,11:25:00,up,rbt,47,4.8,226,j,1,unk,NA,good,p,poor,fair,no,vaki,NA
2013-09-28T00:00:00Z,07:06:00,up,rbt,47,4.8,226,j,1,unk,NA,good,p,fair,fair,or,vaki,NA
2013-10-08T00:00:00Z,17:35:00,up,rbt,90,4.8,432,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-10-17T00:00:00Z,02:58:00,up,rbt,87,4.8,418,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-10-17T00:00:00Z,18:25:00,up,rbt,100,4.8,480,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2013-10-20T00:00:00Z,00:35:00,up,rbt,93,4.8,446,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2013-10-20T00:00:00Z,22:17:00,up,rbt,92,4.8,442,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-10-21T00:00:00Z,01:32:00,up,rbt,120,4.8,576,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-10-22T00:00:00Z,23:25:00,up,rbt,73,4.8,350,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2013-10-24T00:00:00Z,06:20:00,up,rbt,102,4.8,490,a,1,unk,no,good,vl,fair,poor,tb,vaki,NA
2013-10-24T00:00:00Z,16:42:00,up,rbt,45,4.8,216,j,1,unk,NA,good,p,poor,poor,no,vaki,NA
2013-10-25T00:00:00Z,12:58:00,up,rbt,82,4.8,394,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-10-26T00:00:00Z,07:58:00,up,rbt,85,4.8,408,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-10-28T00:00:00Z,13:57:00,up,rbt,87,4.8,418,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-11-17T00:00:00Z,01:56:00,up,rbt,101,4.8,485,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2013-11-20T00:00:00Z,21:00:00,up,rbt,85,4.8,408,a,1,unk,no,good,p,poor,fair,tb,vaki,NA
2013-11-21T00:00:00Z,01:27:00,up,rbt,107,4.8,514,a,1,unk,yes,good,p,poor,fair,no,vaki,NA
2013-11-21T00:00:00Z,02:32:00,up,rbt,117,4.8,562,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2013-11-21T00:00:00Z,04:03:00,up,rbt,90,4.8,432,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-11-21T00:00:00Z,06:52:00,up,rbt,87,4.8,418,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2013-11-22T00:00:00Z,18:09:00,up,rbt,117,4.8,562,a,1,unk,yes,good,p,good,fair,no,vaki,NA
2013-12-17T00:00:00Z,15:51:00,up,rbt,92,4.8,442,a,1,unk,no,good,p,good,fair,no,vaki,NA
2013-12-19T00:00:00Z,22:44:00,up,rbt,81,4.8,389,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2014-01-07T00:00:00Z,12:16:00,up,rbt,52,4.8,250,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2014-01-20T00:00:00Z,22:00:00,up,rbt,92,4.8,442,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2014-01-23T00:00:00Z,19:44:00,up,rbt,85,4.8,408,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2014-01-24T00:00:00Z,20:16:00,up,rbt,112,4.8,538,a,1,unk,yes,good,p,poor,fair,no,vaki,NA
2014-01-28T00:00:00Z,12:49:00,up,rbt,57,4.8,274,j,1,m,no,good,p,poor,fair,no,vaki,NA
2014-01-29T00:00:00Z,15:33:00,up,rbt,110,4.8,528,a,1,unk,no,good,p,fair,fair,ss,vaki,NA
2014-01-30T00:00:00Z,01:57:00,up,rbt,125,4.8,600,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2014-01-30T00:00:00Z,21:05:00,up,rbt,92,4.8,442,a,1,unk,yes,good,p,poor,fair,no,vaki,NA
2014-01-31T00:00:00Z,15:37:00,up,rbt,85,4.8,408,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2014-02-08T00:00:00Z,02:40:00,up,rbt,80,4.8,384,j,1,unk,yes,good,p,poor,fair,no,vaki,NA
2014-02-09T00:00:00Z,03:32:00,up,rbt,75,4.8,360,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2014-02-14T00:00:00Z,09:09:00,up,rbt,87,4.8,418,a,1,unk,NA,good,vl,fair,poor,no,vaki,NA
2014-02-22T00:00:00Z,16:37:00,up,rbt,102,4.8,490,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2014-02-24T00:00:00Z,07:34:00,up,rbt,40,4.8,192,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2014-03-13T00:00:00Z,22:02:00,up,rbt,110,4.8,528,a,1,unk,NA,good,p,poor,poor,no,vaki,NA
2014-03-15T00:00:00Z,12:49:00,up,rbt,40,4.8,192,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2014-03-20T00:00:00Z,10:31:00,up,rbt,90,4.8,432,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2014-04-10T00:00:00Z,13:28:00,up,rbt,47,4.8,226,j,1,unk,no,good,p,poor,fair,no,vaki,NA
2014-04-10T00:00:00Z,18:35:00,up,rbt,45,4.8,216,j,1,unk,NA,good,p,fair,poor,no,vaki,NA
2014-04-10T00:00:00Z,18:44:00,up,rbt,50,4.8,240,j,1,unk,no,good,p,fair,poor,no,vaki,NA
2014-04-10T00:00:00Z,18:45:00,up,rbt,47,4.8,226,j,1,unk,NA,good,p,fair,poor,no,vaki,NA
2014-04-11T00:00:00Z,08:30:00,up,rbt,40,4.8,192,j,1,unk,no,good,vl,poor,poor,no,vaki,NA
2014-10-18T00:00:00Z,00:58:00,up,rbt,85,4.8,408,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2014-12-01T00:00:00Z,18:40:00,up,rbt,95,4.8,456,a,1,f,no,good,p,fair,fair,no,vaki,NA
2014-12-01T00:00:00Z,18:40:00,down,rbt,92,4.8,442,a,-1,f,no,good,p,poor,none,NA,vaki,NA
2014-12-01T00:00:00Z,18:49:00,up,rbt,97,4.8,466,a,1,f,no,good,p,poor,fair,no,vaki,NA
2014-12-04T00:00:00Z,21:44:00,up,rbt,115,4.8,552,a,1,f,no,good,p,fair,fair,no,vaki,NA
2015-01-17T00:00:00Z,23:07:00,up,rbt,82,4.8,394,j,1,f,yes,good,p,fair,fair,no,vaki,NA
2015-01-17T00:00:00Z,23:07:00,down,rbt,82,4.8,394,j,-1,f,yes,good,p,poor,none,NA,vaki,NA
2015-01-18T00:00:00Z,01:52:00,up,rbt,80,4.8,384,j,1,f,yes,good,p,fair,fair,no,vaki,NA
2015-02-03T00:00:00Z,01:28:00,up,rbt,85,4.8,408,a,1,m,no,good,p,fair,fair,no,vaki,NA
2015-02-08T00:00:00Z,16:21:00,up,rbt,102,4.8,490,a,1,f,no,good,p,fair,poor,tb,vaki,NA
2015-02-12T00:00:00Z,02:47:00,up,rbt,115,4.8,552,a,1,unk,no,good,vl,fair,poor,tb,vaki,NA
2015-02-12T00:00:00Z,02:47:00,down,rbt,110,4.8,528,a,-1,unk,no,good,vl,fair,none,NA,vaki,NA
2015-02-12T00:00:00Z,02:59:00,up,rbt,123,4.8,590,a,1,unk,no,good,vl,fair,poor,tb,vaki,NA
2015-02-12T00:00:00Z,17:05:00,up,rbt,82,4.8,394,j,1,unk,yes,good,vl,fair,poor,tb,vaki,NA
2015-02-21T00:00:00Z,06:18:00,up,rbt,120,4.8,576,a,1,f,yes,good,p,fair,fair,no,vaki,NA
2015-02-21T00:00:00Z,06:18:00,down,rbt,120,4.8,576,a,-1,f,yes,good,p,fair,none,NA,vaki,NA
2015-02-21T00:00:00Z,06:22:00,up,rbt,120,4.8,576,a,1,f,yes,good,p,fair,fair,no,vaki,NA
2015-11-08T00:00:00Z,21:53:00,up,rbt,72,4.8,346,j,1,unk,yes,good,p,poor,poor,no,vaki,NA
2015-12-28T00:00:00Z,20:51:00,up,rbt,65,4.8,312,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2016-01-17T00:00:00Z,04:46:00,up,rbt,75,4.8,360,j,1,unk,NA,good,p,fair,fair,tb,vaki,NA
2016-01-17T00:00:00Z,04:46:00,down,rbt,77,4.8,370,j,-1,unk,NA,good,p,fair,none,NA,vaki,NA
2016-01-18T00:00:00Z,04:46:00,up,rbt,80,4.8,384,j,1,unk,NA,good,vl,fair,poor,or,vaki,NA
2016-02-05T00:00:00Z,20:13:00,up,rbt,131,4.8,629,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2016-02-08T00:00:00Z,19:18:00,up,rbt,135,4.8,648,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2016-10-07T00:00:00Z,01:09:00,up,rbt,105,4.8,504,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2016-10-07T00:00:00Z,02:38:00,up,rbt,95,4.8,456,a,1,f,no,good,p,fair,fair,no,vaki,NA
2016-10-13T00:00:00Z,23:10:00,up,rbt,105,4.8,504,a,1,f,no,good,p,fair,fair,no,vaki,NA
2016-10-18T00:00:00Z,02:03:00,up,rbt,111,4.8,533,a,1,m,no,good,p,fair,fair,no,vaki,NA
2016-10-18T00:00:00Z,18:26:00,up,rbt,102,4.8,490,a,1,unk,yes,good,p,fair,poor,em,vaki,NA
2016-10-18T00:00:00Z,21:44:00,up,rbt,95,4.8,456,a,1,unk,yes,good,p,fair,good,no,vaki,NA
2016-10-19T00:00:00Z,09:55:00,up,rbt,82,4.8,394,j,1,unk,yes,good,p,fair,fair,no,vaki,NA
2016-10-19T00:00:00Z,18:31:00,up,rbt,100,4.8,480,a,1,f,NA,good,p,fair,fair,no,vaki,NA
2016-10-19T00:00:00Z,19:15:00,up,rbt,105,4.8,504,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2016-10-20T00:00:00Z,22:58:00,up,rbt,90,4.8,432,a,1,unk,no,good,p,good,fair,no,vaki,NA
2016-10-21T00:00:00Z,21:59:00,up,rbt,70,4.8,336,j,1,f,no,good,p,none,fair,no,vaki,NA
2016-10-22T00:00:00Z,11:03:00,up,rbt,95,4.8,456,a,1,f,yes,good,p,fair,fair,no,vaki,NA
2016-10-23T00:00:00Z,09:28:00,up,rbt,85,4.8,408,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2016-10-26T00:00:00Z,09:02:00,up,rbt,75,4.8,360,j,1,unk,yes,good,p,poor,poor,tb,vaki,NA
2016-10-27T00:00:00Z,22:03:00,up,rbt,95,4.8,456,a,1,m,yes,good,p,poor,fair,no,vaki,NA
2016-10-29T00:00:00Z,10:31:00,up,rbt,92,4.8,442,a,1,unk,NA,good,l,poor,poor,tb,vaki,NA
2016-11-13T00:00:00Z,19:30:00,up,rbt,82,4.8,394,j,1,unk,NA,good,p,poor,fair,no,vaki,NA
2016-11-22T00:00:00Z,17:18:00,up,rbt,105,4.8,504,a,1,m,no,good,p,fair,fair,no,vaki,NA
2016-11-22T00:00:00Z,18:31:00,up,rbt,85,4.8,408,a,1,m,no,good,p,poor,fair,no,vaki,NA
2016-11-28T00:00:00Z,00:30:00,up,rbt,82,4.8,394,j,1,unk,no,good,p,poor,poor,tb,vaki,NA
2016-11-28T00:00:00Z,17:08:00,up,rbt,87,4.8,418,a,1,f,yes,good,p,fair,fair,no,vaki,NA
2016-12-07T00:00:00Z,03:17:00,up,rbt,72,4.8,346,j,1,f,yes,good,p,fair,good,no,vaki,NA
2016-12-23T00:00:00Z,12:38:00,up,rbt,75,4.8,360,j,1,f,no,good,p,fair,fair,no,vaki,NA
2017-01-01T00:00:00Z,17:31:00,up,rbt,105,4.8,504,a,1,m,yes,good,p,fair,fair,no,vaki,NA
2017-01-02T00:00:00Z,00:56:00,up,rbt,92,4.8,442,a,1,f,yes,good,vl,fair,poor,ss,vaki,NA
2017-01-03T00:00:00Z,12:40:00,up,rbt,85,4.8,408,a,1,m,yes,good,p,fair,good,no,vaki,NA
2017-10-13T00:00:00Z,07:30:00,up,rbt,75,4.8,360,j,1,unk,yes,good,p,good,good,no,vaki,NA
2018-10-09T00:00:00Z,01:19:00,up,rbt,98,4.8,470,a,1,m,no,good,p,good,fair,no,trap,NA
2018-10-09T00:00:00Z,01:19:00,down,rbt,95,4.8,456,a,-1,m,no,good,p,fair,none,NA,trap,NA
2018-10-09T00:00:00Z,01:28:00,up,rbt,94,4.8,451,a,1,m,no,good,p,good,fair,no,trap,NA
2018-10-09T00:00:00Z,01:28:00,down,rbt,105,4.8,504,a,-1,m,no,good,p,poor,none,NA,trap,NA
2018-10-17T00:00:00Z,01:55:00,up,rbt,102,4.8,490,a,1,f,no,good,p,good,fair,no,vaki,NA
2018-10-19T00:00:00Z,16:25:00,up,rbt,82,4.8,394,j,1,unk,yes,good,p,good,good,no,vaki,NA
2018-10-20T00:00:00Z,17:56:00,up,rbt,77,4.8,370,j,1,unk,yes,good,vl,fair,good,no,vaki,NA
2018-10-22T00:00:00Z,01:53:00,up,rbt,77,4.8,370,j,1,unk,no,good,vl,fair,fair,no,vaki,NA
2018-10-24T00:00:00Z,16:25:00,up,rbt,70,4.8,336,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2018-10-24T00:00:00Z,19:14:00,up,rbt,97,4.8,466,a,1,unk,yes,good,p,poor,fair,or,vaki,NA
2018-10-24T00:00:00Z,19:14:00,down,rbt,87,4.8,418,a,-1,unk,yes,good,p,fair,none,NA,vaki,NA
2018-10-24T00:00:00Z,20:07:00,up,rbt,97,4.8,466,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2018-10-26T00:00:00Z,00:30:00,up,rbt,92,4.8,442,a,1,unk,no,good,p,fair,fair,no,vaki,NA
2018-10-26T00:00:00Z,00:30:00,down,rbt,92,4.8,442,a,-1,unk,no,good,p,none,none,NA,vaki,NA
2018-10-26T00:00:00Z,00:38:00,up,rbt,87,4.8,418,a,1,unk,no,good,p,good,good,no,vaki,NA
2018-10-26T00:00:00Z,14:38:00,up,rbt,87,4.8,418,a,1,f,no,good,p,good,good,no,vaki,NA
2018-10-27T00:00:00Z,12:42:00,up,rbt,102,4.8,490,a,1,unk,no,good,p,good,good,no,vaki,NA
2018-10-28T00:00:00Z,08:27:00,up,rbt,90,4.8,432,a,1,m,no,good,p,fair,fair,no,vaki,NA
2018-10-28T00:00:00Z,23:42:00,up,rbt,97,4.8,466,a,1,unk,no,good,p,good,fair,no,vaki,NA
2018-10-28T00:00:00Z,23:42:00,down,rbt,112,4.8,538,a,-1,unk,no,good,p,poor,none,NA,vaki,NA
2018-10-28T00:00:00Z,23:45:00,up,rbt,108,4.8,518,a,1,unk,no,good,p,poor,fair,no,vaki,NA
2018-10-29T00:00:00Z,00:09:00,up,rbt,82,4.8,394,j,1,unk,no,good,p,good,fair,no,vaki,NA
2018-10-29T00:00:00Z,00:09:00,down,rbt,52,4.8,250,j,-1,unk,no,good,p,fair,none,NA,vaki,NA
2018-10-29T00:00:00Z,00:09:00,up,rbt,77,4.8,370,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2018-10-29T00:00:00Z,06:19:00,up,rbt,102,4.8,490,a,1,m,no,good,p,good,good,no,vaki,NA
2018-10-29T00:00:00Z,06:19:00,down,rbt,110,4.8,528,a,-1,m,no,good,p,poor,none,NA,vaki,NA
2018-10-29T00:00:00Z,06:19:00,up,rbt,102,4.8,490,a,1,m,no,good,p,fair,good,no,vaki,NA
2018-10-29T00:00:00Z,19:33:00,up,rbt,80,4.8,384,j,1,unk,yes,good,p,fair,fair,no,vaki,NA
2018-10-31T00:00:00Z,07:04:00,up,rbt,75,4.8,360,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2018-11-03T00:00:00Z,10:21:00,up,rbt,85,4.8,408,a,1,unk,yes,good,p,good,good,no,vaki,NA
2018-11-04T00:00:00Z,02:46:00,up,rbt,107,4.8,514,a,1,unk,no,good,p,good,good,no,vaki,NA
2018-11-05T00:00:00Z,12:05:00,up,rbt,62,4.8,298,j,1,unk,NA,good,l,poor,poor,tb,vaki,NA
2018-11-07T00:00:00Z,21:36:00,up,rbt,95,4.8,456,a,1,unk,yes,good,p,fair,fair,no,vaki,NA
2018-11-22T00:00:00Z,20:33:00,up,rbt,80,4.8,384,j,1,unk,NA,good,vl,good,poor,tb,vaki,NA
2018-11-23T00:00:00Z,03:25:00,up,rbt,75,4.8,360,j,1,unk,no,good,vl,good,fair,tb,vaki,NA
2018-11-23T00:00:00Z,03:25:00,down,rbt,95,4.8,456,a,-1,unk,no,good,vl,poor,none,NA,vaki,NA
2018-11-23T00:00:00Z,06:47:00,up,rbt,67,4.8,322,j,1,unk,no,good,p,fair,fair,tb,vaki,NA
2018-11-24T00:00:00Z,22:47:00,up,rbt,135,4.8,648,a,1,unk,no,good,p,fair,fair,tb,vaki,NA
2018-12-15T00:00:00Z,00:34:00,up,rbt,85,4.8,408,a,1,unk,yes,good,p,fair,good,no,vaki,NA
2019-01-08T00:00:00Z,13:17:00,up,rbt,138,4.8,662,a,1,m,yes,good,p,good,poor,tb,vaki,NA
2019-01-08T00:00:00Z,13:18:00,down,rbt,127,4.8,610,a,-1,m,yes,good,p,poor,none,NA,vaki,NA
2019-01-08T00:00:00Z,13:25:00,up,rbt,137,4.8,658,a,1,m,yes,good,p,good,poor,tb,vaki,NA
2019-01-14T00:00:00Z,15:14:00,up,rbt,146,4.8,701,a,1,m,yes,good,p,good,fair,no,vaki,NA
2019-02-02T00:00:00Z,03:32:00,up,rbt,85,4.8,408,a,1,unk,NA,good,vl,fair,poor,tb,vaki,NA
2019-09-06T00:00:00Z,15:13:00,up,rbt,55,4.8,264,j,1,unk,no,good,p,good,good,no,vaki,NA
2019-09-08T00:00:00Z,12:51:00,up,rbt,78,4.8,374,j,1,unk,no,good,p,fair,good,no,vaki,NA
2019-09-11T00:00:00Z,06:19:00,up,rbt,60,4.8,288,j,1,unk,NA,good,p,fair,fair,or,vaki,NA
2019-09-11T00:00:00Z,06:19:00,down,rbt,63,4.8,302,j,-1,unk,NA,good,p,poor,poor,NA,vaki,NA
2019-09-16T00:00:00Z,17:20:00,up,rbt,67,4.8,322,j,1,unk,no,good,p,good,good,no,vaki,NA
2019-09-16T00:00:00Z,23:06:00,up,rbt,85,4.8,408,a,1,unk,yes,good,p,fair,good,no,vaki,NA
2019-09-16T00:00:00Z,23:06:00,down,rbt,85,4.8,408,a,-1,unk,yes,good,p,fair,good,no,vaki,NA
2019-09-17T00:00:00Z,21:11:00,up,rbt,86,4.8,413,a,1,unk,yes,good,p,poor,good,no,vaki,NA
2019-09-17T00:00:00Z,21:11:00,down,rbt,69,4.8,331,j,-1,unk,yes,good,p,poor,NA,NA,vaki,NA
2019-09-17T00:00:00Z,21:17:00,up,rbt,90,4.8,432,a,1,unk,yes,good,p,good,good,no,vaki,NA
2019-09-26T00:00:00Z,20:23:00,up,rbt,117,4.8,562,a,1,unk,no,good,p,good,fair,or,vaki,NA
2019-10-06T00:00:00Z,07:26:00,up,rbt,65,4.8,312,j,1,unk,no,good,p,poor,good,no,vaki,NA
2019-10-06T00:00:00Z,07:26:00,down,rbt,60,4.8,288,j,-1,unk,no,good,p,poor,NA,NA,vaki,NA
2019-10-06T00:00:00Z,13:15:00,up,rbt,70,4.8,336,j,1,unk,no,good,p,fair,good,no,vaki,NA
2019-10-06T00:00:00Z,13:15:00,down,rbt,62,4.8,298,j,-1,unk,no,good,p,good,NA,NA,vaki,NA
2019-10-07T00:00:00Z,18:19:00,up,rbt,80,4.8,384,j,1,unk,no,good,p,fair,good,no,vaki,NA
2019-10-08T00:00:00Z,21:19:00,up,rbt,110,4.8,528,a,1,f,yes,good,p,poor,good,no,vaki,NA
2019-10-12T00:00:00Z,07:05:00,up,rbt,110,4.8,528,a,1,unk,yes,good,p,fair,good,no,vaki,NA
2019-10-14T00:00:00Z,12:32:00,up,rbt,72,4.8,346,j,1,unk,no,good,p,good,good,no,vaki,NA
2019-10-18T00:00:00Z,13:57:00,up,rbt,108,4.8,518,a,1,f,yes,good,p,good,good,no,vaki,NA
2019-10-19T00:00:00Z,23:35:00,up,rbt,95,4.8,456,a,1,unk,yes,good,p,good,good,no,vaki,NA
2019-10-25T00:00:00Z,12:12:00,up,rbt,102,4.8,490,a,1,unk,yes,l,p,good,good,no,vaki,NA
2019-10-28T00:00:00Z,23:49:00,up,rbt,92,4.8,442,a,1,unk,no,good,p,good,good,no,vaki,NA
2019-10-29T00:00:00Z,10:26:00,up,rbt,57,4.8,274,j,1,unk,yes,good,p,fair,poor,no,vaki,NA
2019-10-29T00:00:00Z,10:26:00,down,rbt,57,4.8,274,j,-1,unk,yes,good,p,poor,NA,NA,vaki,NA
2019-10-29T00:00:00Z,11:18:00,up,rbt,57,4.8,274,j,1,unk,yes,good,p,fair,good,no,vaki,NA
2019-10-30T00:00:00Z,19:02:00,up,rbt,95,4.8,456,a,1,unk,yes,good,p,poor,good,no,vaki,NA
2019-10-30T00:00:00Z,19:02:00,down,rbt,102,4.8,490,a,-1,unk,yes,good,p,fair,NA,NA,vaki,NA
2019-10-30T00:00:00Z,19:13:00,up,rbt,91,4.8,437,a,1,unk,yes,good,p,fair,good,no,vaki,NA
2019-11-01T00:00:00Z,07:20:00,up,rbt,72,4.8,346,j,1,unk,no,good,p,good,good,no,vaki,NA
2019-11-01T00:00:00Z,10:04:00,up,rbt,70,4.8,336,j,1,unk,no,good,p,good,good,no,vaki,NA
2019-11-02T00:00:00Z,09:56:00,up,rbt,90,4.8,432,a,1,unk,yes,good,p,good,good,no,vaki,NA
2019-11-04T00:00:00Z,16:08:00,up,rbt,92,4.8,442,a,1,unk,yes,good,p,good,good,no,vaki,NA
2019-11-05T00:00:00Z,16:01:00,up,rbt,80,4.8,384,j,1,unk,no,good,p,good,good,no,vaki,NA
2019-11-06T00:00:00Z,08:31:00,up,rbt,70,4.8,336,j,1,unk,no,good,p,good,good,no,vaki,NA
2019-11-09T00:00:00Z,07:55:00,up,rbt,55,4.8,264,j,1,unk,yes,good,p,fair,poor,tb,vaki,NA
2019-11-09T00:00:00Z,11:25:00,up,rbt,60,4.8,288,j,1,unk,yes,good,p,fair,poor,tb,vaki,NA
2019-11-09T00:00:00Z,15:00:00,up,rbt,80,4.8,384,j,1,unk,no,good,p,fair,poor,tb,vaki,NA
2019-11-09T00:00:00Z,21:56:00,up,rbt,75,4.8,360,j,1,unk,no,good,vl,fair,poor,tb,vaki,NA
2019-11-11T00:00:00Z,15:40:00,up,rbt,120,4.8,576,a,1,unk,no,good,vl,good,poor,tb,vaki,NA
2019-11-12T00:00:00Z,11:05:00,up,rbt,71,4.8,341,j,1,unk,no,good,p,good,good,no,vaki,NA
2019-11-12T00:00:00Z,18:47:00,up,rbt,75,4.8,360,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2019-11-12T00:00:00Z,23:45:00,up,rbt,135,4.8,648,a,1,unk,no,good,p,good,good,no,vaki,NA
2019-11-21T00:00:00Z,12:07:00,up,rbt,62,4.8,298,j,1,unk,yes,good,p,fair,fair,no,vaki,NA
2019-11-30T00:00:00Z,10:12:00,up,rbt,97,4.8,466,a,1,unk,no,good,p,good,fair,no,vaki,NA
2020-11-01T00:00:00Z,20:50:00,up,rbt,130,4.8,624,a,1,unk,yes,ab,p,poor,fair,or,vaki,NA
2020-11-16T00:00:00Z,07:54:00,up,rbt,62,4.8,297.6,j,1,unk,no,good,p,fair,good,no,vaki,NA
2020-11-19T00:00:00Z,11:19:00,up,rbt,57,4.8,273.6,j,1,unk,no,good,vl,poor,poor,tb,vaki,NA
2020-11-24T00:00:00Z,07:08:00,up,rbt,60,4.8,288,j,1,unk,no,good,p,fair,good,no,vaki,NA
2020-12-27T00:00:00Z,07:54:00,up,rbt,75,4.8,360,j,1,unk,no,good,p,fair,fair,no,vaki,NA
2020-12-28T00:00:00Z,06:50:00,up,rbt,65,4.8,312,j,1,unk,no,good,p,good,fair,tb,vaki,NA
2020-12-28T00:00:00Z,06:50:00,down,rbt,65,4.8,312,j,-1,unk,no,good,p,poor,none,NA,vaki,NA
2020-12-31T00:00:00Z,12:38:00,up,rbt,67,4.8,321.6,j,1,unk,no,good,vl,fair,fair,or,vaki,NA
